id;language;source;text
4445;ca;avui tambe es pot votar presencialment a la seu de l anc c marina i telematicament en aquest enllac si estaveu inscrits recordeu posar lletra dni en majuscula copiar be el codi de principi a final i no deixar cap espai som hi canviaelguio ;Today you can also vote in person at the headquarters of the Navy and telematically in this link if you were registered remember to put the letter D in capital letters copy the code from beginning to end and leave no space where we change it
4446;es;se pueden poner como quieran pero a mas proces menos servicios a las personas si lo que se han gastado en subvencionar el odio se lo hubiesen gastado en hacer el metro ahora tendriamos una red que conectaria toda la provincia boubcn barcelona ;can be put as they want but more process less services to people if what they have spent to subsidize the hatred they would have spent on doing the metro now we would have a network that would connect the whole province boubcn barcelona
4447;ca;s aprova la proposicio de pscbarcelona a ceh amb suport de pdecat cs pp i regidor puigcorbe i l abstencio de bec i erc consensuarem el la representant de barcelona a la taula contra l intrusisme del gobiernodeespanya amb sectors economics i comerciants ;s approves the proposal of pscbarcelona to ceh with support of pdecat cs pp and councilor puigcorbe il abstencio de bec and we will agree the representative of barcelona at the table against the intrusion of the government of españa with economic sectors and traders
4448;ca;contra el discurs de l odi de l extrema dreta construim barris antifeixistes construim ciutats i pobles integradors tota la nostra solidaritat amb les companyes de la cupterrasa estimaelbarri ;Against the hate speech of the extreme right we build anti-fascist neighborhoods, we build integrating cities and towns, all our solidarity with our colleagues in the stele
4449;ca;electriques que reporten beneficis milionaris el de les cases en situacio de pobresaenergetica i persones que perden la vida pel tall de subministrament el capitalisme no te escrupols ;Electricians that report millionaire benefits to those in situations of poor energy and people who lose their lives by cutting supply Capitalism does not scruples
4450;ca;l espai i salut publiques com a mitja de produccio i a mes a mes practicament a cost el consorci de turisme segueix disposant de la ciutat segons els seus interessos exercint de poder a l ombra cal dissoldre aquest organisme publicoprivat o serem dissolts nosaltres ;public space and health as a means of production and, month after month, practically at cost the tourism consortium continues to have the city according to their interests exerting power in the shade, it is necessary to dissolve this public-private body or we will be dissolved.
4451;ca;ho volem tot i capgirarem la vida rumb amb cupbarcelona des de baix a l esquerra annasaliente tsankaram olallamarga elpiratavell sssanjur leobejarano rovibo alfonsoiaio ;we want it all and we will devour life course with cupbarcelona from bottom to left annasaliente tsankaram olallamarga elpiratavell sssanjur leobejarano rovibo alffonsoiaio
4452;ca;avui participant a la manifestacio contra el canviclimatic a gent belgica perque hem de reinventar un futur diferent al que ens proposa el capitalisme canviem el sistema no el clima climateaction climatechange ;Today we are participating in the demonstration against the canviclimatic people of Belgium because we have to reinvent a future different from what capitalism proposes us to change the climate climate climate climate change system
4453;ca;les treballadores de cacaolat mantenen la vaga indefinida en defensa dels seus drets que tambe son els nostres no les deixem soles suport mutu i solidaritat cgtcacaolat vagacacaolat ;The workers of cacaolat keep the indefinite strike in defense of their rights that are also ours We do not leave them alone mutual support and solidarity cgtcacaolat vagacacaolat
4454;ca;han hagut de passar anys pq a bcn hi hagi un reglament q permeti als veins prendre la paraula en consultes ciutadanes o en el propi plenari quan parlavem de regeneracio democratica ens referiem a conquistar fites com aquesta ;They have had to spend years pq a bcn there is a regulation to allow the neighbors to take the floor in public consultations or in the plenary when we talk about democratic regeneration we refer to conquering goals like this
4455;es;si valls gobierna no habra inestabilidad hay unidad en cambio si se produce un pacto entre las fuerzas independentistas probablemente si que habra inestabilidad no sera un gobierno unido sera un gobierno con muchas pugnas internas y personalistas ;if valls govern there will be no instability there will be unity in exchange if a pact between the pro-independence forces takes place, probably if there will be instability there will not be a united government, it will be a government with many internal and personalist struggles
4456;es; lineas politicas para acercar posiciones entre labour y may sobre u nuevo posible acuerdo sobre brexit a pesar de lo que se habla en el continente ni rastro de un posible segundo referendum en la isla aspecialplaceinhell ;political lines to bring positions between labor and may on a new possible agreement on brexit despite what is being spoken on the continent and no trace of a possible second referendum on the island aspecialplaceinhell
4457;ca;la diferencia es el pes de l opinio publica el pesava poc avui res no pesa mes ;the difference is the weight of the public opinion weighing little today nothing does not weigh more
4458;es;para entender por que albiolxg va a volver a ser alcalde de badalona hay que ir a verlo alli mismo el blas infante abarrotado un monton de gente en la calle escuchandole de pie a traves de megafonia porque no cabian dentro eso es amor albiolbadalona badalonaalbiol ;to understand why albiolxg is going to be mayor of badalona you have to go see him there himself the blas infant crammed a lot of people in the street listening to him standing through megafonia because they did not fit inside that is love albiolbadalona badalonaalbiol
